PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
27841,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2
27842,6,3,3,2,1,0.333,0.167,0.5,0.5,2,1,0.333,0.167,2,2,0,0,0,0,3,2,4,1,96,2
27843,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,7,7
27844,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,23,23
27845,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,75,5
27846,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29,29
27847,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,49
27848,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,25,21
27849,12,12,0,0,1,0,0.083,0,1,1,3,0.083,0.25,0,0,0,3,9,0,0,9,3,0,32,9
27850,3,2,1,0,0,0,0,0.333,0.667,1,0,0.333,0,0,3,0,0,0,0,0,3,0,0,58,11
27851,2,1,1,1,0,0.5,0,0.5,0.5,1,1,0.5,0.5,1,2,0,0,0,0,0,2,0,0,34,2
27852,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26,26
27853,3,1,2,1,0,0.333,0,0.667,0.333,2,1,0.667,0.333,0,0,0,0,2,0,1,2,1,0,19,6
27854,4,2,2,0,1,0,0.25,0.5,0.5,2,2,0.5,0.5,0,0,0,3,0,0,0,0,4,1,44,8
27855,7,3,4,1,0,0.143,0,0.571,0.429,4,3,0.571,0.429,2,0,0,4,0,0,0,0,7,3,31,3
27856,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27,27
27857,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,14
27858,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2
27859,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,55,55
27860,2,1,1,0,1,0,0.5,0.5,0.5,0,1,0,0.5,0,2,0,0,0,0,0,2,0,0,131,40
27861,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2
27862,2,1,1,0,0,0,0,0.5,0.5,1,0,0.5,0,1,0,0,0,0,0,0,2,0,2,13,9
27863,6,3,3,0,1,0,0.167,0.5,0.5,0,1,0,0.167,1,2,1,0,2,0,1,4,2,0,34,17
27864,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,16,13
27865,11,6,5,1,2,0.091,0.182,0.455,0.545,1,2,0.091,0.182,1,0,1,0,4,0,6,4,7,0,105,3
27866,5,0,5,3,0,0.6,0,1,0,5,0,1,0,1,0,0,3,0,0,1,1,4,1,9,1
27867,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,3,3
27868,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,2
27869,4,3,1,1,0,0.25,0,0.25,0.75,1,0,0.25,0,1,0,0,2,2,0,0,2,2,0,20,2
27870,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,1,1,0,0,1,0,0,2,0,0,53,28
27871,17,13,4,2,4,0.118,0.235,0.235,0.765,8,6,0.471,0.353,1,1,0,15,0,0,0,1,16,1,34,4
27872,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,1,0,0,0,2,0,0,2,0,0,44,7
27873,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,35
27874,2,0,2,0,0,0,0,1,0,1,0,0.5,0,1,0,0,1,0,1,0,1,1,0,20,11
27875,14,4,10,8,3,0.571,0.214,0.714,0.286,13,3,0.929,0.214,2,1,0,4,0,0,2,5,9,7,49,2
27876,4,2,2,0,0,0,0,0.5,0.5,0,2,0,0.5,0,1,3,0,0,0,0,1,3,0,38,18
27877,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,7,7
27878,6,3,3,2,2,0.333,0.333,0.5,0.5,3,2,0.5,0.333,1,0,0,5,0,0,0,0,6,1,20,2
27879,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,0,0,0,0,0,0,0,3,0,3,78,3
27880,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7,7
27881,5,3,2,1,0,0.2,0,0.4,0.6,1,1,0.2,0.2,0,1,0,3,0,0,1,1,4,0,132,4
27882,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,7,4
27883,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1,0.333,1,0,0,3,0,0,0,0,3,0,8,3
27884,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,1,0,0,0,1,0,2,0,0,17,6
27885,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,9,9
27886,3,0,3,1,0,0.333,0,1,0,2,0,0.667,0,1,1,0,1,0,1,0,2,1,0,16,4
27887,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,8,8
27888,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,10,10
27889,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60,60
27890,5,3,2,1,0,0.2,0,0.4,0.6,1,0,0.2,0,0,0,0,0,5,0,0,5,0,0,44,4
27891,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,21
27892,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,8,8
27893,19,15,4,0,0,0,0,0.211,0.789,2,1,0.105,0.053,0,5,1,1,2,0,0,10,9,10,132,8
27894,29,22,7,6,0,0.207,0,0.241,0.759,6,0,0.207,0,4,1,0,2,20,0,0,24,5,6,114,2
27895,16,8,8,5,5,0.312,0.312,0.5,0.5,9,8,0.562,0.5,4,0,1,11,0,0,1,0,16,3,25,2
27896,24,15,9,10,6,0.417,0.25,0.375,0.625,12,7,0.5,0.292,5,1,1,1,15,0,0,18,6,6,79,0
27897,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,14
27898,27,24,3,0,0,0,0,0.111,0.889,0,0,0,0,0,0,0,0,24,0,3,24,3,0,56,18
27899,4,1,3,0,0,0,0,0.75,0.25,2,1,0.5,0.25,0,1,1,2,0,0,0,1,3,0,37,7
27900,44,36,8,8,4,0.182,0.091,0.182,0.818,14,11,0.318,0.25,8,0,0,0,43,0,0,43,1,1,53,2
27901,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1,0.25,0,1,0,3,0,0,0,1,3,0,7,3
27902,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,18
27903,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4
27904,5,3,2,1,1,0.2,0.2,0.4,0.6,2,2,0.4,0.4,0,1,0,4,0,0,0,1,4,0,61,6
27905,31,23,8,4,4,0.129,0.129,0.258,0.742,5,4,0.161,0.129,0,1,2,6,18,0,3,19,12,1,83,3
27906,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,1,0,0,1,0,0,0,0,2,1,103,3
27907,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,58,48
27908,4,4,0,0,0,0,0,0,1,1,2,0.25,0.5,0,1,0,0,3,0,0,4,0,0,32,8
27909,4,2,2,1,1,0.25,0.25,0.5,0.5,2,1,0.5,0.25,0,0,3,0,0,0,0,0,4,1,83,6
27910,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,1,0,0,2,0,0,0,0,2,0,21,3
27911,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,7,7
27912,9,6,3,0,0,0,0,0.333,0.667,3,1,0.333,0.111,0,0,0,0,0,0,0,8,1,9,29,8
27913,8,6,2,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,7,1,7,1,119,14
27914,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,1,0,0,0,0,0,2,0,1,60,5
27915,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,33,33
27916,6,1,5,1,1,0.167,0.167,0.833,0.167,3,1,0.5,0.167,1,2,0,0,0,0,2,3,3,2,39,4
27917,7,5,2,0,0,0,0,0.286,0.714,0,0,0,0,0,2,0,1,0,0,0,6,1,4,153,133
27918,6,3,3,1,1,0.167,0.167,0.5,0.5,2,1,0.333,0.167,0,0,0,0,2,0,3,2,4,1,103,2
27919,3,0,3,0,0,0,0,1,0,1,0,0.333,0,1,0,1,1,0,0,0,1,2,1,30,8
27920,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,0,1,0,1,0,0,0,1,1,0,77,5
27921,3,1,2,1,0,0.333,0,0.667,0.333,2,0,0.667,0,1,0,0,1,0,0,0,1,2,2,68,2
27922,2,1,1,1,0,0.5,0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,16,4
27923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24,24
27924,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,7,7
27925,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,29,29
27926,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,18,18
27927,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,104,104
27928,23,16,7,1,0,0.043,0,0.304,0.696,3,1,0.13,0.043,1,0,2,18,0,0,1,1,22,2,69,6
27929,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,28,28
27930,8,2,6,4,2,0.5,0.25,0.75,0.25,4,2,0.5,0.25,3,1,0,4,0,1,0,2,6,2,32,3
27931,3,1,2,0,0,0,0,0.667,0.333,1,1,0.333,0.333,1,0,0,0,3,0,0,3,0,0,24,7
27932,7,2,5,0,0,0,0,0.714,0.286,2,2,0.286,0.286,0,0,0,5,0,0,0,0,7,2,20,8
27933,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
27934,3,1,2,1,0,0.333,0,0.667,0.333,2,1,0.667,0.333,1,2,0,0,1,0,0,3,0,0,31,2
27935,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,1,1,0,0,1,1,0,17,2
27936,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,58,58
27937,23,17,6,1,0,0.043,0,0.261,0.739,4,1,0.174,0.043,1,3,0,1,10,0,0,15,8,9,96,4
27938,4,2,2,0,0,0,0,0.5,0.5,1,0,0.25,0,0,1,0,0,3,0,0,4,0,0,77,11
27939,2,0,2,1,0,0.5,0,1,0,2,0,1,0,1,1,0,1,0,0,0,1,1,0,11,2
27940,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,47,18
27941,3,2,1,1,0,0.333,0,0.333,0.667,1,1,0.333,0.333,1,2,0,1,0,0,0,2,1,0,36,2
27942,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,11,11
27943,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,39,39
27944,3,0,3,1,0,0.333,0,1,0,3,0,1,0,2,1,0,1,0,0,0,2,1,1,9,3
27945,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,5,5
27946,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11,11
27947,3,3,0,0,0,0,0,0,1,0,1,0,0.333,0,0,0,0,0,0,3,0,3,0,72,51
27948,10,4,6,0,0,0,0,0.6,0.4,2,0,0.2,0,0,0,0,9,0,0,0,0,10,1,68,8
27949,12,2,10,7,0,0.583,0,0.833,0.167,10,0,0.833,0,2,1,1,8,0,0,1,1,11,1,58,2
27950,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,3
27951,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,12,12
27952,2,0,2,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,2,0,0,11,9
27953,21,17,4,3,0,0.143,0,0.19,0.81,5,4,0.238,0.19,0,0,0,1,20,0,0,20,1,0,38,3
27954,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,9,9
27955,4,3,1,2,2,0.5,0.5,0.25,0.75,2,2,0.5,0.5,1,1,0,0,2,0,0,3,1,1,62,3
27956,2,0,2,2,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,1,1,1,6,5
27957,3,0,3,0,0,0,0,1,0,2,0,0.667,0,0,3,0,0,0,0,0,3,0,0,35,7
27958,2,0,2,0,0,0,0,1,0,1,0,0.5,0,1,1,1,0,0,0,0,1,1,0,14,10
27959,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,107,107
27960,4,2,2,0,2,0,0.5,0.5,0.5,2,2,0.5,0.5,0,0,0,2,0,0,0,0,4,2,15,11
27961,3,0,3,2,0,0.667,0,1,0,3,0,1,0,2,2,0,0,0,0,0,2,1,1,7,2
27962,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,55,55
27963,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,14,6
27964,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,68,47
27965,3,3,0,0,2,0,0.667,0,1,1,2,0.333,0.667,0,1,0,2,0,0,0,1,2,0,49,12
27966,4,1,3,2,0,0.5,0,0.75,0.25,2,0,0.5,0,2,0,0,2,0,0,0,1,3,2,71,1
27967,3,1,2,0,0,0,0,0.667,0.333,1,0,0.333,0,0,1,0,0,0,0,0,3,0,2,65,7
27968,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,49,49
27969,4,1,3,1,0,0.25,0,0.75,0.25,2,0,0.5,0,1,1,0,0,1,0,1,2,2,1,49,5
27970,3,1,2,0,0,0,0,0.667,0.333,1,0,0.333,0,0,3,0,0,0,0,0,3,0,0,168,9
27971,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,11,4
27972,3,0,3,3,0,1,0,1,0,3,0,1,0,2,0,0,0,0,0,0,3,0,3,5,4
27973,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,61,61
27974,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6,6
27975,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,1,0,0,1,0,0,2,1,1,52,17
27976,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,6
27977,2,0,2,0,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,2,0,2,0,13,9
27978,5,4,1,1,3,0.2,0.6,0.2,0.8,4,4,0.8,0.8,0,0,0,1,4,0,0,4,1,0,15,1
27979,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28,28
27980,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,5,5
27981,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,1,1,0,0,0,1,0,2,1,1,57,23
27982,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
27983,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,49,49
27984,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,36,36
27985,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,1,0,0,0,0,2,0,3,0,1,98,50
27986,2,2,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,1,0,55,41
27987,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3
27988,3,1,2,1,0,0.333,0,0.667,0.333,2,0,0.667,0,1,1,0,2,0,0,0,1,2,0,94,3
27989,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,5,2,77,25
27990,3,3,0,0,1,0,0.333,0,1,0,2,0,0.667,0,0,0,1,0,0,0,0,3,2,16,13
27991,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29,29
27992,10,6,4,2,4,0.2,0.4,0.4,0.6,5,5,0.5,0.5,2,0,0,5,3,1,0,4,6,1,27,2
27993,15,11,4,1,1,0.067,0.067,0.267,0.733,2,2,0.133,0.133,2,0,0,1,12,0,0,13,2,2,162,4
27994,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,6,6
27995,7,4,3,0,0,0,0,0.429,0.571,1,1,0.143,0.143,0,1,3,0,2,0,0,4,3,1,127,8
27996,3,1,2,0,0,0,0,0.667,0.333,1,0,0.333,0,0,0,0,2,0,0,1,0,3,0,25,7
27997,6,2,4,2,0,0.333,0,0.667,0.333,2,0,0.333,0,0,1,0,4,0,0,1,1,5,0,22,6
27998,7,1,6,3,1,0.429,0.143,0.857,0.143,6,1,0.857,0.143,0,1,1,5,0,0,0,1,6,0,13,4
27999,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5,5
28000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,18
28001,5,0,5,2,0,0.4,0,1,0,4,0,0.8,0,2,0,0,3,0,0,0,1,4,2,69,4
28002,34,34,0,0,0,0,0,0,1,3,3,0.088,0.088,0,0,1,0,33,0,0,33,1,0,30,10
28003,20,8,12,6,4,0.3,0.2,0.6,0.4,11,5,0.55,0.25,1,3,1,13,0,1,2,4,16,0,34,2
28004,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,15
28005,3,2,1,0,0,0,0,0.333,0.667,0,0,0,0,0,1,0,0,0,1,0,2,1,1,137,39
28006,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,21
28007,13,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,13,0,0,55,18
28008,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18,18
28009,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,7,7
28010,13,10,3,0,1,0,0.077,0.231,0.769,2,2,0.154,0.154,0,2,0,7,4,0,0,6,7,0,89,8
28011,5,4,1,0,1,0,0.2,0.2,0.8,1,2,0.2,0.4,0,0,0,2,3,0,0,3,2,0,22,10
28012,4,4,0,0,1,0,0.25,0,1,0,2,0,0.5,0,0,1,3,0,0,0,0,4,0,33,16
28013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,13
28014,10,2,8,2,1,0.2,0.1,0.8,0.2,6,1,0.6,0.1,2,0,0,2,0,0,3,0,10,5,95,2
28015,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
28016,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,32,23
28017,5,1,4,3,0,0.6,0,0.8,0.2,3,0,0.6,0,2,1,0,1,2,0,0,4,1,1,93,3
28018,4,1,3,1,0,0.25,0,0.75,0.25,2,0,0.5,0,0,4,0,0,0,0,0,4,0,0,64,4
28019,4,1,3,1,0,0.25,0,0.75,0.25,1,1,0.25,0.25,0,0,0,1,0,0,0,3,1,3,19,4
28020,6,2,4,1,1,0.167,0.167,0.667,0.333,3,1,0.5,0.167,0,0,0,0,0,0,1,2,4,5,38,3
28021,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,2,0,78,33
28022,7,5,2,1,0,0.143,0,0.286,0.714,2,1,0.286,0.143,2,0,0,0,7,0,0,7,0,0,44,4
28023,3,2,1,1,1,0.333,0.333,0.333,0.667,2,1,0.667,0.333,0,1,0,2,0,0,0,1,2,0,79,5
28024,2,2,0,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,0,0,0,2,0,2,39,29
28025,11,7,4,3,2,0.273,0.182,0.364,0.636,5,4,0.455,0.364,0,1,0,10,0,0,0,1,10,0,39,4
28026,4,1,3,1,1,0.25,0.25,0.75,0.25,3,1,0.75,0.25,1,0,0,4,0,0,0,0,4,0,14,2
28027,14,8,6,5,3,0.357,0.214,0.429,0.571,6,3,0.429,0.214,1,5,0,1,3,1,1,12,2,3,70,4
28028,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,2,0,0,2,0,0,23,8
28029,2,0,2,1,0,0.5,0,1,0,2,0,1,0,2,1,0,0,0,0,0,1,1,1,9,3
28030,2,0,2,1,0,0.5,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,0,7,5
28031,13,8,5,1,0,0.077,0,0.385,0.615,2,1,0.154,0.077,1,1,0,9,0,0,0,3,10,3,38,5
28032,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,16,5
28033,9,8,1,0,0,0,0,0.111,0.889,0,1,0,0.111,0,1,0,0,6,0,0,9,0,2,69,16
28034,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,12,12
28035,4,1,3,0,0,0,0,0.75,0.25,3,0,0.75,0,0,0,0,4,0,0,0,0,4,0,27,7
28036,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,45,45
28037,3,0,3,1,0,0.333,0,1,0,2,0,0.667,0,0,2,0,1,0,0,0,2,1,0,16,6
28038,7,4,3,1,1,0.143,0.143,0.429,0.571,2,1,0.286,0.143,1,1,0,0,4,1,0,7,0,1,31,4
28039,8,2,6,3,0,0.375,0,0.75,0.25,4,1,0.5,0.125,2,0,1,1,3,0,1,4,4,2,50,2
28040,6,2,4,0,0,0,0,0.667,0.333,1,1,0.167,0.167,0,1,0,1,1,0,0,2,4,3,66,6
28041,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,2
28042,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,144,144
28043,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,14,14
28044,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,17
28045,4,0,4,2,0,0.5,0,1,0,4,0,1,0,0,0,0,0,3,0,0,4,0,1,10,6
28046,3,1,2,0,0,0,0,0.667,0.333,0,0,0,0,2,0,0,0,1,0,0,1,2,2,52,30
28047,11,9,2,1,2,0.091,0.182,0.182,0.818,1,3,0.091,0.273,0,1,0,7,0,0,1,1,10,2,146,4
28048,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,54,54
28049,8,3,5,2,0,0.25,0,0.625,0.375,5,0,0.625,0,2,1,0,0,4,2,1,7,1,0,59,6
28050,2,0,2,2,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,6,6
28051,11,5,6,0,1,0,0.091,0.545,0.455,0,2,0,0.182,1,3,3,0,1,0,0,7,4,4,192,16
28052,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,75,75
28053,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,15,15
28054,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,50,25
28055,3,2,1,1,2,0.333,0.667,0.333,0.667,1,2,0.333,0.667,0,0,0,3,0,0,0,0,3,0,14,6
28056,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,9,9
28057,4,2,2,0,0,0,0,0.5,0.5,1,1,0.25,0.25,0,3,0,0,0,0,0,3,1,1,34,11
28058,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,99,99
28059,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19,19
28060,7,2,5,4,1,0.571,0.143,0.714,0.286,4,1,0.571,0.143,0,2,1,0,1,0,1,5,2,2,72,1
28061,3,1,2,2,1,0.667,0.333,0.667,0.333,3,1,1,0.333,1,0,0,0,2,1,0,3,0,0,7,5
28062,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,8,8
28063,2,0,2,0,0,0,0,1,0,1,0,0.5,0,1,0,0,0,0,0,0,1,1,2,14,9
28064,8,4,4,1,0,0.125,0,0.5,0.5,2,1,0.25,0.125,1,1,0,0,2,0,1,5,3,4,86,2
28065,8,4,4,1,0,0.125,0,0.5,0.5,3,0,0.375,0,0,1,0,5,0,0,1,1,7,1,85,2
28066,5,2,3,1,2,0.2,0.4,0.6,0.4,3,2,0.6,0.4,0,1,0,0,3,0,0,4,1,1,14,2
28067,7,6,1,0,0,0,0,0.143,0.857,0,0,0,0,1,0,0,0,6,0,0,7,0,1,71,29
28068,3,1,2,0,0,0,0,0.667,0.333,2,1,0.667,0.333,0,0,0,1,0,2,0,2,1,0,31,7
28069,4,2,2,2,0,0.5,0,0.5,0.5,2,0,0.5,0,0,0,0,2,0,0,0,2,2,2,31,4
28070,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,38,38
28071,2,0,2,1,0,0.5,0,1,0,1,0,0.5,0,0,1,0,0,0,0,0,2,0,1,101,3
28072,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,53,53
28073,3,1,2,1,0,0.333,0,0.667,0.333,2,0,0.667,0,0,1,1,0,1,0,0,2,1,0,49,6
28074,8,6,2,1,3,0.125,0.375,0.25,0.75,2,3,0.25,0.375,1,0,0,6,0,0,1,0,8,1,170,5
28075,2,1,1,1,0,0.5,0,0.5,0.5,1,0,0.5,0,1,0,0,1,1,0,0,1,1,0,28,2
28076,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,28,28
28077,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,117,117
28078,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,4,4
